nn(色彩-2, 屏幕-1)
nsubj(下-4, 阳光-3)
root(ROOT-0, 下-4)
advmod(下-4, 太-5)
advmod(下-4, 暗-6)
nn(最低-11, 夜间-8)
conj(最低-11, 调-9)
cc(最低-11, 至-10)
nsubj(亮-14, 最低-11)
advmod(亮-14, 还是-12)
advmod(亮-14, 太-13)
conj(下-4, 亮-14)

root(ROOT-0, 值得-1)
nn(不尽人意-4, 信赖-2)
nn(不尽人意-4, 摄像头-3)
dobj(值得-1, 不尽人意-4)
advmod(摄像头-11, 虽然-6)
cop(摄像头-11, 是-7)
nn(像素-10, 索尼-8)
nummod(像素-10, 1300万-9)
nn(摄像头-11, 像素-10)
dep(OPPO-19, 摄像头-11)
advmod(OPPO-19, 但是-13)
loc(OPPO-19, 属于-14)
case(属于-14, 上-15)
case(属于-14, 一代-16)
conj(OPPO-19, 是-18)
cop(OPPO-19, 是-18)
conj(值得-1, OPPO-19)
nummod(系列-21, N1-20)
range(OPPO-19, 系列-21)
case(焦慢-24, 对-23)
prep(差.-29, 焦慢-24)
nn(质量-28, 夜间-26)
nn(质量-28, 成像-27)
tmod(差.-29, 质量-28)
conj(值得-1, 差.-29)

loc(置-6, 害怕-1)
dobj(害怕-1, 它-2)
case(害怕-1, 以后-3)
loc(置-6, 死机-4)
case(死机-4, 前-5)
root(ROOT-0, 置-6)
nn(效果-8, 照相-7)
dobj(置-6, 效果-8)
conj(置-6, 一般-9)
nn(感光-12, 夜晚-11)
nsubj(差-13, 感光-12)
conj(置-6, 差-13)
tmod(鲜艳-17, 白天-15)
advmod(鲜艳-17, 很-16)
conj(置-6, 鲜艳-17)
nn(电脑-20, 连接-19)
nsubj(纠结-22, 电脑-20)
advmod(纠结-22, 很-21)
conj(置-6, 纠结-22)

case(功能-6, 由于-1)
det(手机-3, 该-2)
nn(功能-6, 手机-3)
amod(功能-6, 主打-4)
nn(功能-6, 照相-5)
prep(高-19, 功能-6)
advmod(高-19, 所以-8)
nn(功能-10, 照相-9)
assmod(配置-13, 功能-10)
case(功能-10, 的-11)
nn(配置-13, 硬件-12)
dobj(高-19, 配置-13)
advmod(高-19, 好像-14)
mmod(高-19, 要-15)
case(手机-18, 比-16)
det(手机-18, 其它-17)
prep(高-19, 手机-18)
root(ROOT-0, 高-19)

case(环境-8, 在-1)
nsubj(环境-8, 光线-2)
neg(环境-8, 不-3)
cop(环境-8, 是-4)
advmod(理想-6, 很-5)
assmod(环境-8, 理想-6)
case(理想-6, 的-7)
prep(出来-13, 环境-8)
case(环境-8, 下-9)
advmod(出来-13, 就-10)
mmod(出来-13, 能够-11)
mmod(出来-13, 看-12)
root(ROOT-0, 出来-13)
dobj(出来-13, 照片-14)
mmod(好-21, 要-15)
case(手机-18, 比-16)
det(手机-18, 其它-17)
prep(好-21, 手机-18)
dep(好-21, 拍-19)
dep(好-21, 得-20)
dep(出来-13, 好-21)

nsubj(比-13, 机子-1)
case(照相-6, 在-2)
relcl(照相-6, 明亮-3)
mark(明亮-3, 的-4)
nn(照相-6, 地方-5)
prep(比-13, 照相-6)
advmod(比-13, 几乎-7)
mmod(比-13, 可以-8)
case(单反-12, 和-9)
assmod(单反-12, 我-10)
case(我-10, 的-11)
prep(比-13, 单反-12)
root(ROOT-0, 比-13)
asp(比-13, 了-14)
advmod(使用-18, 就-16)
tmod(使用-18, 目前-17)
conj(比-13, 使用-18)
advmod(流畅-21, 还是-19)
advmod(流畅-21, 很-20)
dobj(使用-18, 流畅-21)
mark(流畅-21, 的-22)

nn(绰绰有余-3, 白天-1)
nn(绰绰有余-3, 照相-2)
nsubj(高-7, 绰绰有余-3)
nsubj(高-7, 性价比-5)
advmod(高-7, 很-6)
root(ROOT-0, 高-7)
nn(阻屏-10, 电-9)
nsubj(灵敏-12, 阻屏-10)
neg(灵敏-12, 不-11)
conj(高-7, 灵敏-12)
conj(高-7, 无-14)
dobj(无-14, 闪光灯-15)
nsubj(会-22, 电池-17)
neg(会-22, 不-18)
dep(会-22, 耐用-19)
advmod(会-22, 有时-21)
conj(高-7, 会-22)
nsubj(启-25, 自我-23)
advmod(启-25, 重-24)
dep(会-22, 启-25)
cc(启-25, 还是-27)
nummod(部-29, 一-28)
clf(手机-32, 部-29)
relcl(手机-32, 不错-30)
mark(不错-30, 的-31)
dep(启-25, 手机-32)

nsubj(可以-3, 像素-1)
advmod(可以-3, 还-2)
root(ROOT-0, 可以-3)
case(怎么-9, 对于-5)
dep(这-7, 我们-6)
nsubj(怎么-9, 这-7)
advmod(怎么-9, 平时-8)
prep(用-15, 怎么-9)
dobj(怎么-9, 照相-10)
nsubj(用-15, 这-12)
advmod(用-15, 也-13)
advmod(用-15, 足够-14)
conj(可以-3, 用-15)
asp(用-15, 了-16)
dep(>-19, <-17)
dobj(用-15, >-19)

nsubj(清晰-3, 照相-1)
advmod(清晰-3, 很-2)
root(ROOT-0, 清晰-3)
nsubj(没-7, 拍照-5)
advmod(没-7, 虽然-6)
conj(清晰-3, 没-7)
dobj(没-7, 闪光灯-8)
advmod(清晰-14, 但-10)
tmod(清晰-14, 白天-11)
mmod(清晰-14, 拍照-12)
advmod(清晰-14, 非常-13)
conj(清晰-3, 清晰-14)
cc(清晰-14, 并且-16)
dep(清晰-14, 可以-17)
nn(距离-20, 调制-18)
nn(距离-20, 焦距-19)
dobj(可以-17, 距离-20)
advmod(清晰-32, 很-22)
advmod(距离-24, 远-23)
relcl(图像-26, 距离-24)
mark(距离-24, 的-25)
nsubj(清晰-32, 图像-26)
advmod(清晰-32, 也-27)
mmod(清晰-32, 可以-28)
dep(清晰-32, 拍-29)
dep(清晰-32, 得-30)
advmod(清晰-32, 很-31)
conj(清晰-3, 清晰-32)

nn(效果-2, 照相-1)
nsubj(好-3, 效果-2)
root(ROOT-0, 好-3)
relcl(相片-7, 出来-5)
mark(出来-5, 的-6)
nsubj(算是-12, 相片-7)
nsubj(好-9, 色彩-8)
dep(算是-12, 好-9)
comod(好-9, 清晰-10)
dep(好-9, 吧-11)
conj(好-3, 算是-12)
advmod(没-15, 虽然-14)
dep(出-27, 没-15)
dobj(没-15, 闪光灯-16)
advmod(出-27, 但-18)
case(环境-23, 在-19)
advmod(暗-21, 较-20)
assmod(环境-23, 暗-21)
case(暗-21, 的-22)
prep(出-27, 环境-23)
advmod(出-27, 还是-24)
mmod(出-27, 能-25)
mmod(出-27, 照-26)
conj(好-3, 出-27)
advmod(亮-29, 比较-28)
relcl(照片-31, 亮-29)
mark(亮-29, 的-30)
dobj(出-27, 照片-31)

nsubj(没-2, 照相-1)
root(ROOT-0, 没-2)
dep(没-2, 得-3)
dep(没-2, 说-4)
advmod(锐利-7, 非常-6)
relcl(画面-9, 锐利-7)
mark(锐利-7, 的-8)
nsubj(迅速-14, 画面-9)
case(焦-12, 对-11)
prep(迅速-14, 焦-12)
advmod(迅速-14, 非常-13)
conj(没-2, 迅速-14)
advmod(准确-17, 而且-16)
conj(没-2, 准确-17)
nsubj(正常-21, 颜色-19)
mmod(正常-21, 还原-20)
conj(没-2, 正常-21)
nn(环境-24, 弱光-23)
loc(cmos-29, 环境-24)
case(环境-24, 下-25)
nsubj(cmos-29, 得益-26)
case(背照式-28, 于-27)
prep(cmos-29, 背照式-28)
conj(没-2, cmos-29)
nsubj(干净-32, 画面-31)
conj(没-2, 干净-32)
comod(干净-32, 清晰-33)

nn(功能-2, 照相-1)
nsubj(可以-4, 功能-2)
advmod(可以-4, 还-3)
dep(拍照-15, 可以-4)
dep(可以-4, 吧-5)
advmod(有-9, 虽然-7)
advmod(有-9, 只-8)
dep(拍照-15, 有-9)
nummod(闪光灯-11, 一个-10)
dobj(有-9, 闪光灯-11)
advmod(拍照-15, 但-13)
tmod(拍照-15, 白天-14)
root(ROOT-0, 拍照-15)
advmod(强悍-17, 绝对-16)
dep(拍照-15, 强悍-17)
dep(拍照-15, 啊-18)

nsubj(小-2, 声音-1)
root(ROOT-0, 小-2)
case(接-8, 在-4)
nsubj(接-8, 室外-5)
advmod(接-8, 经常-6)
mmod(接-8, 漏-7)
prep(一般-14, 接-8)
dobj(接-8, 电话-9)
nn(效果-12, 耳机-11)
nsubj(一般-14, 效果-12)
advmod(一般-14, 非常-13)
conj(小-2, 一般-14)
nsubj(少-18, 游戏-16)
advmod(少-18, 比较-17)
conj(小-2, 少-18)

nn(功能-2, 音乐-1)
nsubj(一般-4, 功能-2)
advmod(一般-4, 很-3)
root(ROOT-0, 一般-4)
case(达人-8, 对于-6)
nn(达人-8, 音乐-7)
prep(悲剧-15, 达人-8)
case(达人-8, 来说-9)
det(机子-13, 这-11)
clf(这-11, 款-12)
nsubj(悲剧-15, 机子-13)
cop(悲剧-15, 是-14)
conj(一般-4, 悲剧-15)

neg(支持-2, 不-1)
loc(有-14, 支持-2)
nummod(3g-5, wifi-3)
cc(3g-5, 和-4)
range(支持-2, 3g-5)
conj(支持-2, 塞班-7)
nn(坑爹-9, 系统-8)
dobj(塞班-7, 坑爹-9)
conj(支持-2, 发-11)
dobj(发-11, 短信-12)
case(支持-2, 时-13)
root(ROOT-0, 有-14)
advmod(死机-16, 可能-15)
dep(有-14, 死机-16)
nn(线-19, usb-18)
nsubj(坑爹-21, 线-19)
advmod(坑爹-21, 最-20)
conj(死机-16, 坑爹-21)
loc(有-25, 外放-23)
case(外放-23, 时-24)
conj(死机-16, 有-25)
advmod(出现-28, 可能-26)
mmod(出现-28, 会-27)
dep(有-25, 出现-28)
dobj(出现-28, 噪音-29)

assmod(效果-3, 晚上-1)
case(晚上-1, 的-2)
nsubj(差-5, 效果-3)
advmod(差-5, 很-4)
root(ROOT-0, 差-5)
advmod(说-8, 都-7)
dep(差-5, 说-8)
assmod(拍照-13, HTC-9)
case(HTC-9, 的-10)
conj(拍照-13, 音质-11)
cc(拍照-13, 和-12)
dobj(说-8, 拍照-13)
advmod(烂-15, 很-14)
dep(说-8, 烂-15)
advmod(是-18, 看来-17)
dep(差-5, 是-18)
dep(是-18, 真-19)
case(真-19, 的-20)

assmod(游戏-11, 夜间-1)
case(夜间-1, 的-2)
nn(游戏-11, 话-3)
nn(游戏-11, 照相-4)
nn(游戏-11, 效果-5)
conj(游戏-11, 一般-6)
conj(游戏-11, CPU-8)
cc(游戏-11, 和-9)
nn(游戏-11, 部分-10)
nsubj(使用-15, 游戏-11)
neg(使用-15, 不-12)
mmod(使用-15, 兼容-13)
mmod(使用-15, 需-14)
root(ROOT-0, 使用-15)
nummod(神器-17, 3D-16)
conj(音质-20, 神器-17)
nn(音质-20, 扬声器-19)
dobj(使用-15, 音质-20)
dep(使用-15, 一般-21)

nsubj(可以-3, 音质-1)
advmod(可以-3, 还-2)
dep(可以-15, 可以-3)
dep(可以-3, 吧-4)
dep(大-10, 戴-6)
nn(声音-8, 耳机-7)
dobj(戴-6, 声音-8)
advmod(大-10, 蛮-9)
dep(可以-15, 大-10)
dep(大-10, 的-11)
nsubj(可以-15, 外放-13)
advmod(可以-15, 也-14)
root(ROOT-0, 可以-15)

nsubj(清楚-8, 声音-1)
case(地方-5, 在-2)
relcl(地方-5, 安静-3)
mark(安静-3, 的-4)
prep(清楚-8, 地方-5)
dep(清楚-8, 听-6)
dep(清楚-8, 得-7)
root(ROOT-0, 清楚-8)
advmod(吵闹-11, 太-10)
relcl(地方-13, 吵闹-11)
mark(吵闹-11, 的-12)
nsubj(清-19, 地方-13)
mmod(清-19, 开-14)
advmod(清-19, 最-15)
advmod(清-19, 大-16)
mmod(清-19, 听-17)
neg(清-19, 不-18)
conj(清楚-8, 清-19)
nn(同学-24, 嫌音量-21)
assmod(同学-24, 小-22)
case(小-22, 的-23)
nsubj(买-26, 同学-24)
prtmod(买-26, 去-25)
dep(清楚-8, 买-26)
dobj(买-26, 山寨机-27)
dep(买-26, 吧-28)
det(声音-31, 那-30)
nsubj(刚刚-32, 声音-31)
dep(清楚-8, 刚刚-32)
dep(刚刚-32, 的-33)

dep(大-5, 音质-1)
dep(音质-1, 嘛-2)
nsubj(大-5, 声音-4)
root(ROOT-0, 大-5)
advmod(听到-17, 即使-7)
nsubj(听到-17, 你-8)
cop(听到-17, 是-9)
case(地方-13, 在-10)
assmod(地方-13, 闹腾-11)
case(闹腾-11, 的-12)
prep(听到-17, 地方-13)
advmod(听到-17, 也-14)
mmod(听到-17, 能-15)
advmod(听到-17, 清楚-16)
dep(大-5, 听到-17)
dobj(听到-17, 声音-18)

case(带-2, 自-1)
prep(好-17, 带-2)
nn(音质-5, 音乐-3)
nn(音质-5, 播放器-4)
nsubj(行-7, 音质-5)
advmod(行-7, 还-6)
ccomp(带-2, 行-7)
advmod(听-12, 如果-9)
case(耳机-11, 用-10)
prep(听-12, 耳机-11)
dep(行-7, 听-12)
dep(听-12, 的话-13)
nsubj(好-17, 音质-15)
advmod(好-17, 非常-16)
root(ROOT-0, 好-17)

assmod(屏除-3, 4.8-1)
case(4.8-1, 的-2)
nsubj(能-4, 屏除-3)
root(ROOT-0, 能-4)
loc(能-4, 满足-5)
nn(界面-7, 游戏-6)
dobj(满足-5, 界面-7)
case(满足-5, 外-8)
advmod(显示-15, 还-10)
mmod(显示-15, 能-11)
advmod(清晰-13, 很-12)
dvpmod(显示-15, 清晰-13)
mark(清晰-13, 的-14)
conj(能-4, 显示-15)
det(按键-17, 各-16)
dobj(显示-15, 按键-17)
advmod(方便-24, 并且-19)
nn(选择-21, 滑动-20)
nsubj(方便-24, 选择-21)
advmod(方便-24, 也-22)
advmod(方便-24, 很-23)
conj(能-4, 方便-24)
case(点-29, 对于-26)
nn(点-29, 手-27)
amod(点-29, 大-28)
assmod(人-31, 点-29)
case(点-29, 的-30)
nsubj(实用-33, 人-31)
advmod(实用-33, 很-32)
conj(能-4, 实用-33)

nn(黑屏-2, 屏幕-1)
assmod(时候-4, 黑屏-2)
case(黑屏-2, 的-3)
nsubj(有-6, 时候-4)
mmod(有-6, 会-5)
root(ROOT-0, 有-6)
assmod(斑点-10, 小-7)
case(小-7, 的-8)
amod(斑点-10, 黑色-9)
dobj(有-6, 斑点-10)
advmod(影响-14, 但是-12)
neg(影响-14, 不-13)
dep(有-6, 影响-14)
dobj(影响-14, 操作-15)
nn(解释-18, 官方-17)
nsubj(避免-23, 解释-18)
cop(避免-23, 是-19)
nn(工艺-21, 制造-20)
nsubj(避免-23, 工艺-21)
advmod(避免-23, 无法-22)
conj(有-6, 避免-23)

relcl(用户-19, 加长-1)
dobj(加长-1, 屏幕-2)
mark(加长-1, 的-3)
nummod(用户-19, 5-4)
case(使用-6, 在-5)
prep(有-10, 使用-6)
case(使用-6, 上-7)
advmod(有-10, 就-8)
advmod(有-10, 稍微-9)
relcl(用户-19, 有-10)
nsubj(顺-13, 点-11)
neg(顺-13, 不-12)
dep(有-10, 顺-13)
asp(顺-13, 了-14)
nsubj(小-17, 手-16)
conj(顺-13, 小-17)
mark(有-10, 的-18)
nsubj(需要-30, 用户-19)
advmod(女生-23, 特别-21)
cop(女生-23, 是-22)
prnmod(用户-19, 女生-23)
case(时候-28, 在-25)
relcl(时候-28, 使用-26)
mark(使用-26, 的-27)
prep(需要-30, 时候-28)
advmod(需要-30, 可能-29)
root(ROOT-0, 需要-30)
advmod(调整-32, 经常-31)
relcl(姿势-35, 调整-32)
dobj(调整-32, 手-33)
mark(调整-32, 的-34)
dobj(需要-30, 姿势-35)

advmod(粗-22, 本来-1)
case(屏幕-6, 就-2)
assmod(屏幕-6, 小-3)
case(小-3, 的-4)
amod(屏幕-6, 破-5)
prep(粗-22, 屏幕-6)
det(键盘-11, 整个-8)
dep(整个-8, 1-9)
nn(键盘-11, 标准-10)
nsubj(粗-22, 键盘-11)
case(手指头-20, 对于-13)
case(大老爷们-18, 像-14)
nsubj(一样-16, 我-15)
relcl(大老爷们-18, 一样-16)
mark(一样-16, 的-17)
assmod(手指头-20, 大老爷们-18)
case(大老爷们-18, 的-19)
prep(粗-22, 手指头-20)
advmod(粗-22, 也-21)
root(ROOT-0, 粗-22)
asp(粗-22, 了-23)
dobj(粗-22, 点-24)
nsubj(打错-30, 一-26)
advmod(打错-30, 整-27)
mmod(打错-30, 打字-28)
advmod(打错-30, 就-29)
conj(粗-22, 打错-30)

nn(方面-2, 相机-1)
nsubj(有-9, 方面-2)
mmod(有-9, 拍照-4)
case(强光-6, 在-5)
prep(有-9, 强光-6)
case(强光-6, 下-7)
mmod(有-9, 会-8)
root(ROOT-0, 有-9)
dobj(有-9, 紫光-10)

nsubj(核-4, cpu-1)
cop(核-4, 是-2)
nummod(核-4, 四-3)
root(ROOT-0, 核-4)
case(地方-9, 在-6)
assmod(地方-9, 信号足-7)
case(信号足-7, 的-8)
prep(运转-10, 地方-9)
conj(核-4, 运转-10)
dobj(运转-10, 速度-11)
advmod(运转-10, 很快-12)

amod(游戏-4, 基本-1)
conj(游戏-4, 应用-2)
cc(游戏-4, 和-3)
nsubj(可以-6, 游戏-4)
advmod(可以-6, 都-5)
root(ROOT-0, 可以-6)
dobj(可以-6, 运行-7)
conj(可以-6, 无-9)
dobj(无-9, 压力-10)
conj(可以-6, 支持-12)
nn(功能-14, 陀螺仪-13)
conj(加速-17, 功能-14)
cc(加速-17, 和-15)
nummod(加速-17, 3D-16)
dobj(支持-12, 加速-17)
advmod(属于-29, 基本上-19)
det(手机-21, 这个-20)
assmod(配置-23, 手机-21)
case(手机-21, 的-22)
nsubj(属于-29, 配置-23)
case(手机-27, 在-24)
assmod(手机-27, 现在-25)
case(现在-25, 的-26)
prep(属于-29, 手机-27)
case(手机-27, 里-28)
conj(可以-6, 属于-29)
dobj(属于-29, 主流-30)

nn(操作-7, 手-1)
assmod(人-4, 小-2)
case(小-2, 的-3)
nn(操作-7, 人-4)
amod(操作-7, 单-5)
nn(操作-7, 手-6)
nsubj(费力-9, 操作-7)
xsubj(缺点-17, 操作-7)
advmod(费力-9, 比较-8)
root(ROOT-0, 费力-9)
mmod(缺点-17, 得-11)
case(双手-13, 用-12)
prep(缺点-17, 双手-13)
cop(缺点-17, 是-14)
clf(缺点-17, 个-15)
amod(缺点-17, 小-16)
ccomp(费力-9, 缺点-17)
dep(费力-9, 吧-18)

nn(功能-2, 照相-1)
nsubj(好-3, 功能-2)
root(ROOT-0, 好-3)
tmod(不错-8, 夜间-5)
mmod(不错-8, 呈-6)
advmod(不错-8, 像-7)
conj(好-3, 不错-8)

nn(运行-2, 东西-1)
nsubj(多-3, 运行-2)
dep(迟钝-9, 多-3)
dep(多-3, 了-4)
dep(多-3, 的话-5)
nn(反应-8, 按键-7)
nsubj(迟钝-9, 反应-8)
root(ROOT-0, 迟钝-9)

nn(黑斑-2, 屏幕-1)
nsubj(下-9, 黑斑-2)
advmod(下-9, 只要-4)
case(环境-8, 在-5)
nn(环境-8, 夜晚-6)
nn(环境-8, 无光线-7)
prep(下-9, 环境-8)
root(ROOT-0, 下-9)
case(被窝-11, 比如-10)
prep(图片-21, 被窝-11)
case(被窝-11, 里-12)
dep(被窝-11, 或者-13)
dep(被窝-11, 关灯-14)
case(关灯-14, 后-15)
assmod(图片-21, 看色-17)
case(看色-17, 的-18)
conj(图片-21, 背景-19)
cc(图片-21, 或者-20)
dobj(下-9, 图片-21)
nn(黑色-24, 影片-23)
assmod(部分-27, 黑色-24)
case(黑色-24, 的-25)
nn(部分-27, 镜头-26)
nsubj(出现-30, 部分-27)
nsubj(出现-30, 屏幕-29)
conj(下-9, 出现-30)
assmod(裂纹-35, 严重-31)
case(严重-31, 的-32)
conj(裂纹-35, 黑斑点状-33)
cc(裂纹-35, 或-34)
dobj(出现-30, 裂纹-35)

amod(版-2, 白色-1)
nsubj(漂亮-4, 版-2)
advmod(漂亮-4, 很-3)
root(ROOT-0, 漂亮-4)
nsubj(用-7, 女孩子-6)
dep(漂亮-4, 用-7)
advmod(霸气-9, 蛮-8)
dobj(用-7, 霸气-9)
dep(用-7, 的-10)

nn(拍照-2, 夜晚-1)
assmod(时候-4, 拍照-2)
case(拍照-2, 的-3)
nsubj(会-6, 时候-4)
root(ROOT-0, 会-6)
dep(会-6, 偶尔-7)
dep(会-6, 出现-8)
nsubj(有-11, 黑屏-9)
advmod(有-11, 也-10)
dep(会-6, 有-11)
dobj(有-11, 黑斑-12)
advmod(影响-21, 不过-14)
nsubj(影响-21, 我-15)
tmod(影响-21, 晚上-16)
neg(影响-21, 不-17)
advmod(影响-21, 太-18)
mmod(影响-21, 拍-19)
neg(影响-21, 不-20)
conj(会-6, 影响-21)

nsubj(大-2, 屏幕-1)
root(ROOT-0, 大-2)
cc(大-2, 而-3)
dep(大-2, 清晰-4)
nsubj(忽略-9, p-6)
mmod(忽略-9, 排-7)
advmod(忽略-9, 可-8)
conj(大-2, 忽略-9)
nsubj(大-12, 手-11)
relcl(人-14, 大-12)
mark(大-12, 的-13)
nsubj(不错-16, 人-14)
mmod(不错-16, 用-15)
conj(大-2, 不错-16)
nsubj(操控-22, 单手-18)
advmod(操控-22, 也-19)
mmod(操控-22, 可-20)
advmod(操控-22, 勉强-21)
conj(大-2, 操控-22)

nn(手感-2, 材质-1)
nsubj(轻飘飘-4, 手感-2)
advmod(轻飘飘-4, 太-3)
root(ROOT-0, 轻飘飘-4)
nsubj(感觉-9, 男生-6)
xsubj(没有-11, 男生-6)
mmod(感觉-9, 用-7)
advmod(感觉-9, 一点儿-8)
conj(轻飘飘-4, 感觉-9)
advmod(没有-11, 都-10)
ccomp(感觉-9, 没有-11)

nummod(屏幕-2, 3.5-1)
nsubj(小-4, 屏幕-2)
advmod(小-4, 太-3)
root(ROOT-0, 小-4)
case(手指-7, 对于-6)
prep(大-8, 手指-7)
relcl(人-10, 大-8)
mark(大-8, 的-9)
nsubj(被-19, 人-10)
loc(被-19, 玩-11)
case(玩-11, 起-12)
loc(被-19, 游戏-13)
case(游戏-13, 来-14)
advmod(被-19, 差不多-15)
det(屏幕-18, 上-16)
dep(上-16, 一半-17)
dobj(被-19, 屏幕-18)
conj(小-4, 被-19)
nsubj(遮住-21, 手指-20)
dep(被-19, 遮住-21)
dep(遮住-21, 了-22)

assmod(屏-3, 4.3-1)
case(4.3-1, 的-2)
nsubj(笨重-13, 屏-3)
case(女生-6, 对于-4)
amod(女生-6, 小-5)
prep(笨重-13, 女生-6)
case(女生-6, 来说-7)
nsubj(显-10, 稍稍-9)
nsubj(笨重-13, 显-10)
mark(显-10, 的-11)
advmod(笨重-13, 有点-12)
root(ROOT-0, 笨重-13)
advmod(显-22, 但-15)
nsubj(显-22, 男士-16)
mmod(显-22, 拿-17)
case(手里-19, 在-18)
prep(显-22, 手里-19)
advmod(显-22, 却-20)
advmod(显-22, 很-21)
conj(笨重-13, 显-22)
dobj(显-22, 霸气-23)

nsubj(负担-15, 我-1)
dep(女生-3, 一-2)
dep(负担-15, 女生-3)
assmod(屏幕-8, 4.0-5)
case(4.0-5, 以上-6)
case(4.0-5, 的-7)
nsubj(负担-15, 屏幕-8)
case(我-10, 对-9)
prep(负担-15, 我-10)
case(我-10, 来说-11)
cop(负担-15, 是-12)
nummod(种-14, 一-13)
clf(负担-15, 种-14)
root(ROOT-0, 负担-15)

case(控-3, 对-1)
nsubj(控-3, 游戏-2)
prep(有-10, 控-3)
case(控-3, 来说-4)
assmod(屏幕-8, 3.5-6)
case(3.5-6, 的-7)
nsubj(有-10, 屏幕-8)
advmod(有-10, 确实-9)
root(ROOT-0, 有-10)
nsubj(小-12, 点-11)
dep(有-10, 小-12)
nsubj(习惯-21, 用-14)
asp(用-14, 过-15)
nn(安卓机-17, 大屏-16)
dobj(用-14, 安卓机-17)
mark(用-14, 的-18)
advmod(习惯-21, 肯定-19)
neg(习惯-21, 不-20)
conj(有-10, 习惯-21)

nsubj(清楚-5, 摄像头-1)
mmod(清楚-5, 拍摄-2)
advmod(清楚-5, 还-3)
advmod(清楚-5, 蛮-4)
root(ROOT-0, 清楚-5)
advmod(一般-11, 可惜-7)
nn(效果-10, LED-8)
nn(效果-10, 闪光灯-9)
nsubj(一般-11, 效果-10)
conj(清楚-5, 一般-11)
tmod(拍摄-15, 夜间-13)
mmod(拍摄-15, 黑暗处-14)
conj(清楚-5, 拍摄-15)
dobj(拍摄-15, 效果-16)
dep(拍摄-15, 差-17)

nsubj(一般-9, 摄像头-1)
advmod(感觉-6, 虽然-2)
nsubj(感觉-6, 800W-3)
advmod(感觉-6, 但-5)
dep(一般-9, 感觉-6)
ccomp(感觉-6, 拍照-7)
dobj(拍照-7, 效果-8)
root(ROOT-0, 一般-9)
nsubj(好-13, 户外-11)
advmod(好-13, 还-12)
conj(一般-9, 好-13)
nn(光线-16, 室内-15)
nsubj(不行-22, 光线-16)
case(情况-20, 较-17)
relcl(情况-20, 暗-18)
mark(暗-18, 的-19)
prep(不行-22, 情况-20)
case(情况-20, 下-21)
conj(一般-9, 不行-22)

case(玩机者-2, 对于-1)
prep(给力-11, 玩机者-2)
det(内存-7, 这-4)
conj(内存-7, CPU-5)
cc(内存-7, 和-6)
nsubj(给力-11, 内存-7)
advmod(给力-11, 就-8)
advmod(给力-11, 比较-9)
neg(给力-11, 不-10)
root(ROOT-0, 给力-11)

nn(屏-2, TFT-1)
nsubj(反-7, 屏-2)
case(阳光-5, 在-4)
prep(反-7, 阳光-5)
case(阳光-5, 底下-6)
root(ROOT-0, 反-7)
dobj(反-7, 光-8)
nsubj(痛-12, 眼睛-10)
advmod(痛-12, 都-11)
conj(反-7, 痛-12)
asp(痛-12, 了-13)
prtmod(到-16, 去-15)
dep(痛-12, 到-16)
det(价钱-18, 这个-17)
dobj(到-16, 价钱-18)
nsubj(用-22, 摩托-20)
advmod(用-22, 还-21)
conj(反-7, 用-22)
nn(屏-24, TFT-23)
dobj(用-22, 屏-24)
advmod(够-28, 也-26)
advmod(够-28, 真-27)
dep(反-7, 够-28)
dobj(够-28, 省-29)
dep(够-28, 的-30)

tmod(用-6, 晚上-1)
mmod(用-6, 拍照-2)
advmod(用-6, 根本-3)
neg(用-6, 不-4)
mmod(用-6, 能-5)
root(ROOT-0, 用-6)
nn(光线-9, 白天-8)
nsubj(好看-18, 光线-9)
assmod(条件-12, 充足-10)
case(充足-10, 的-11)
loc(好看-18, 条件-12)
case(条件-12, 下-13)
advmod(好看-18, 真的-14)
dep(好看-18, 拍-15)
dep(好看-18, 得-16)
advmod(好看-18, 很-17)
conj(用-6, 好看-18)

nsubj(充足-4, 摄像头-1)
case(光线-3, 在-2)
prep(充足-4, 光线-3)
relcl(效果-7, 充足-4)
mark(充足-4, 的-5)
nn(效果-7, 白天-6)
nsubj(不错-9, 效果-7)
advmod(不错-9, 很-8)
root(ROOT-0, 不错-9)

case(充电-2, 在-1)
prep(发-11, 充电-2)
dobj(充电-2, 时候-3)
cc(充电-2, 或者-4)
conj(充电-2, 玩-5)
dobj(玩-5, 游戏-6)
case(充电-2, 时-7)
nsubj(发-11, 机身-9)
mmod(发-11, 会-10)
root(ROOT-0, 发-11)
dobj(发-11, 烫-12)
nsubj(会-16, 充电器-14)
advmod(会-16, 也-15)
conj(发-11, 会-16)

advmod(灵敏-11, 好像-1)
case(时候-6, 在-2)
advmod(凉-4, 很-3)
relcl(时候-6, 凉-4)
mark(凉-4, 的-5)
prep(灵敏-11, 时候-6)
mmod(灵敏-11, 触摸-7)
neg(灵敏-11, 不-8)
cop(灵敏-11, 是-9)
advmod(灵敏-11, 很-10)
root(ROOT-0, 灵敏-11)
advmod(不错-16, 不过-13)
nsubj(不错-16, 总体-14)
advmod(不错-16, 还是-15)
dep(灵敏-11, 不错-16)
dep(不错-16, 的-17)

case(太阳-2, 在-1)
prep(产生-6, 太阳-2)
case(太阳-2, 下-3)
neg(产生-6, 不-4)
mmod(产生-6, 会-5)
